car.id, path
20152214082229-840, ranger-base gate8 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate8 ranger-base
20153514113533-131, entrance0 general-gate4 general-gate7 entrance1
20154414114435-629, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 ranger-stop4 ranger-stop4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop2 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20153614033641-18, entrance0 general-gate4 general-gate7 entrance1
20150014040019-114, ranger-base gate8 general-gate5 camping8 camping8 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20155214065227-368, entrance1 general-gate7 entrance3
20153314103357-720, entrance2 entrance4
20153915033936-509, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20153815043822-450, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20155515095548-2, ranger-base gate8 gate5 ranger-stop6 gate6 general-gate7 camping4 camping4 camping2 camping2 general-gate7 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20150415100416-794, entrance4 entrance2
20153415103429-619, ranger-base gate8 gate5 ranger-stop6 ranger-stop6 ranger-stop6 ranger-stop6 gate5 general-gate5 camping8 camping8 general-gate5 gate8 ranger-base
20152915112943-779, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20151915121901-407, entrance0 general-gate4 general-gate7 camping5 camping5 general-gate7 entrance3
20154315024321-314, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20150916030956-470, entrance4 entrance2
20153216063226-438, entrance1 general-gate7 general-gate4 entrance0
20155116075159-137, entrance0 general-gate4 general-gate7 camping3 camping3 general-gate7 general-gate4 entrance0
20150916090953-964, ranger-base gate8 gate5 ranger-stop6 gate6 gate0 gate1 camping0 camping0 gate1 gate0 gate6 ranger-stop6 gate5 gate8 ranger-base
20155116095154-87, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop2 ranger-stop2 general-gate1 general-gate4 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 ranger-stop6 gate5 gate4 ranger-stop5 ranger-stop5 gate4 general-gate3 camping8 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate5 ranger-stop6 gate6 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 ranger-stop4 ranger-stop4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20151716121722-464, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20155916015920-447, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 ranger-stop4 ranger-stop4 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop2 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20154916034937-118, ranger-base gate8 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20151717121711-600, entrance3 entrance0
20153617043652-935, entrance0 entrance3
20152017062040-345, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20152617092646-509, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate5 gate8 ranger-base
20154417094415-108, ranger-base gate8 gate5 ranger-stop6 gate6 gate0 gate1 camping0 camping0 general-gate7 ranger-stop4 ranger-stop4 general-gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20153917053945-907, entrance0 general-gate4 general-gate7 camping2 camping2 general-gate7 general-gate4 entrance0
20153217073200-777, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20155718015733-878, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20150418080448-539, entrance1 general-gate7 general-gate4 entrance0
20152218122219-545, entrance1 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152718122750-655, entrance3 entrance0
20150418010436-994, entrance2 entrance4
20152918032926-186, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 ranger-stop4 ranger-stop4 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop2 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20152218042251-536, ranger-base gate8 gate5 ranger-stop6 ranger-stop6 gate5 gate4 ranger-stop5 ranger-stop5 gate4 general-gate3 camping8 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate8 ranger-base
20151119061106-100, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20150119070136-139, entrance1 general-gate7 camping5 camping5 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20152819092823-511, ranger-base gate8 gate5 ranger-stop6 gate6 gate0 gate1 camping0 camping0 gate1 gate0 gate6 ranger-stop6 gate5 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 gate6 gate0 gate1 camping0 camping0 gate1 gate0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate8 ranger-base
20153319103357-362, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20153219113208-837, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20153619013645-677, entrance4 entrance2
20153820123814-722, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20151020061044-163, ranger-base gate8 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate8 ranger-base
20154720084719-277, entrance0 general-gate4 general-gate7 camping3 camping3 general-gate7 entrance3
20151320101317-830, ranger-base gate8 gate5 ranger-stop6 ranger-stop6 gate5 gate4 ranger-stop5 ranger-stop5 gate4 general-gate3 camping8 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate8 ranger-base
20155120115120-467, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate5 gate8 ranger-base
20153720013744-969, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20155320095303-993, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20155920095929-490, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20154521034502-964, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20153221063237-461, ranger-base gate8 gate4 ranger-stop5 ranger-stop5 gate4 gate8 ranger-base
20150521100557-811, entrance0 general-gate4 general-gate7 camping0 camping0 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20154721104733-353, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20153621113627-482, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate5 gate8 ranger-base
20153721113745-20, ranger-base gate8 gate4 ranger-stop5 ranger-stop5 ranger-stop5 ranger-stop5 gate4 gate8 ranger-base
20151921011955-232, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop2 ranger-stop2 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20154521054536-554, entrance2 entrance4
20152322022322-987, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20150222080201-647, entrance0 general-gate4 general-gate7 entrance1
20150222120240-889, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate5 gate8 ranger-base
20153422123448-833, entrance2 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20154822124852-312, entrance1 general-gate7 entrance3
20155022095026-825, entrance1 general-gate7 entrance3
20155323085324-552, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 ranger-stop4 ranger-stop4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop2 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20154723114723-82, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate5 entrance4
20152223122243-678, ranger-base gate8 gate5 ranger-stop6 gate6 general-gate7 camping4 camping4 general-gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20151023011019-241, ranger-base gate8 gate5 ranger-stop6 ranger-stop6 gate6 general-gate1 ranger-stop2 ranger-stop2 general-gate1 gate0 gate1 camping0 camping0 general-gate7 ranger-stop4 ranger-stop4 general-gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20152123012156-892, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20155023095053-401, entrance0 general-gate4 general-gate7 entrance1
20155323105314-852, entrance2 entrance4
20152824032830-251, entrance3 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate5 ranger-stop6 gate6 entrance3
20155924085921-523, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 entrance4
20153724013715-465, entrance3 general-gate7 entrance1
20150724020753-165, ranger-base gate8 gate5 ranger-stop6 gate6 general-gate7 camping2 camping2 gate2 ranger-stop1 ranger-stop1 gate2 camping4 camping4 camping4 camping4 general-gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20154824084838-810, entrance1 general-gate7 general-gate4 entrance0
20155624115626-121, entrance1 general-gate7 entrance3
20150825120854-277, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate5 gate8 ranger-base
20155825125841-294, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20150225010255-927, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate5 gate8 ranger-base
20151825021809-902, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop2 ranger-stop2 general-gate1 general-gate4 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 ranger-stop6 gate5 gate4 ranger-stop5 ranger-stop5 gate4 general-gate3 camping8 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate5 ranger-stop6 gate6 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 ranger-stop4 ranger-stop4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20150225030241-455, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20154425034411-890, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152525042530-85, entrance2 entrance4
20155325085300-934, entrance2 entrance4
20151925101914-161, entrance3 general-gate7 entrance1
20153326053324-797, entrance1 general-gate7 general-gate4 entrance0
20153526073545-913, ranger-base gate8 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate8 ranger-base
20150626080624-430, entrance1 general-gate7 entrance3
20152226112253-35, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20152426112411-28, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate5 gate8 ranger-base
20155126125144-977, entrance2 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20153726023729-671, entrance0 general-gate4 general-gate7 entrance1
20153326053354-839, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 ranger-stop4 ranger-stop4 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop2 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20153127073156-226, entrance1 general-gate7 entrance3
20153827073826-547, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20155327075348-763, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate5 gate8 ranger-base
20152527102554-683, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20150227040216-933, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate5 gate8 ranger-base
20154027054016-842, entrance1 general-gate7 general-gate4 entrance0
20151828111836-799, entrance3 general-gate7 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20150628120615-416, ranger-base gate8 gate5 ranger-stop6 gate6 general-gate7 camping5 camping5 general-gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20152628012607-30, entrance3 general-gate7 entrance1
20152728012732-411, entrance1 general-gate7 entrance3
20152128022142-203, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 ranger-stop4 ranger-stop4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop2 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20151728041726-55, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20154428044434-0, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20150728060701-371, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20150129050133-736, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20153129073140-18, entrance4 general-gate5 camping8 camping8 general-gate5 entrance4
20150329090328-682, entrance1 general-gate7 entrance3
20153829113840-796, entrance0 entrance3
20154529124514-914, ranger-base gate8 gate5 ranger-stop6 ranger-stop6 gate5 gate4 ranger-stop5 ranger-stop5 gate4 general-gate5 general-gate2 ranger-stop0 ranger-stop0 ranger-stop2 general-gate1 gate0 gate1 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20150229100219-140, entrance1 general-gate7 general-gate4 entrance0
20152529102538-290, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20155230075217-364, ranger-base gate8 gate5 ranger-stop6 gate6 general-gate7 ranger-stop4 ranger-stop4 general-gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20150530080559-914, entrance0 general-gate4 general-gate7 camping4 camping4 general-gate7 entrance3
20151730091712-79, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20154330094335-317, entrance3 entrance0
20154930094929-347, ranger-base gate8 gate5 ranger-stop6 gate6 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20151830101821-342, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152230102236-33, entrance0 entrance3
20155130115150-842, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate5 gate8 ranger-base
20151430051448-37, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20150731010755-264, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20153831023819-817, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20151031031036-320, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20151331071341-673, entrance3 general-gate7 camping3 camping3 general-gate7 entrance3
20155431025403-99, ranger-base gate8 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate8 ranger-base
20154431054410-595, ranger-base gate8 gate5 ranger-stop6 ranger-stop6 gate5 gate4 ranger-stop5 ranger-stop5 gate4 general-gate3 camping8 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate8 ranger-base
20151231081230-646, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20160301060327-227, ranger-base gate8 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate8 ranger-base
20164501094534-310, ranger-base gate8 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate8 ranger-base
20160601110635-41, entrance3 entrance0
20165401115421-882, entrance3 entrance0
20163601033627-516, entrance1 general-gate7 general-gate4 entrance0
20164501044528-874, ranger-base gate8 gate5 ranger-stop6 gate6 general-gate7 camping3 camping3 general-gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20165001045011-995, entrance0 general-gate4 general-gate7 camping3 camping3 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20160402020426-173, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20163102063109-648, entrance3 general-gate7 entrance1
20163702093746-341, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20160402100400-814, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20164602044614-432, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 entrance2
20163803013806-300, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20160603110609-981, entrance2 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20163403123418-991, entrance1 general-gate7 general-gate4 entrance0
20160403010440-830, ranger-base gate8 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate8 ranger-base
20164703014720-366, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate2 ranger-stop0 ranger-stop2 ranger-stop2 general-gate1 general-gate4 general-gate7 camping5 camping5 general-gate7 gate6 ranger-stop6 gate5 gate4 ranger-stop5 ranger-stop5 gate4 gate8 ranger-base
20164803054847-865, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate5 gate8 ranger-base
20163303063303-867, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20162904062909-931, ranger-base gate8 general-gate6 camping7 camping7 general-gate6 gate5 ranger-stop6 ranger-stop6 gate6 general-gate7 camping4 camping4 gate1 gate0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate5 gate8 ranger-base
20160404070433-339, ranger-base gate8 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20162204112241-562, ranger-base gate8 gate5 ranger-stop6 gate6 general-gate7 gate2 ranger-stop1 ranger-stop1 ranger-stop1 ranger-stop1 gate2 general-gate7 gate6 ranger-stop6 gate5 general-gate6 camping7 camping7 general-gate6 gate8 ranger-base
20163204013256-351, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate0 camping1 camping1 general-gate0 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20160004020014-584, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop2 ranger-stop2 general-gate1 general-gate4 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 ranger-stop6 gate5 gate4 ranger-stop5 ranger-stop5 gate4 general-gate3 camping8 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate5 ranger-stop6 gate6 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 ranger-stop4 ranger-stop4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20162304022338-593, entrance2 entrance4
20164704084757-966, entrance1 general-gate7 entrance3
20160704100725-625, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20161305121334-791, entrance2 entrance4
20162305112334-480, entrance1 camping3 camping3 general-gate7 general-gate4 entrance0
20161005011006-190, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20165905015918-499, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate5 gate8 ranger-base
20164205064253-457, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20164106064104-865, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop2 ranger-stop2 general-gate1 general-gate4 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 ranger-stop6 gate5 gate4 ranger-stop5 ranger-stop5 gate4 general-gate3 camping8 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate5 ranger-stop6 gate6 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 ranger-stop4 ranger-stop4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20164306064314-526, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop2 ranger-stop2 ranger-stop0 general-gate2 general-gate5 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 gate6 general-gate7 camping3 camping3 general-gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20164606074605-115, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20160506090520-274, entrance3 general-gate7 camping0 camping0 entrance1
20160206100259-615, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20161506101508-560, ranger-base gate8 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 gate6 general-gate7 ranger-stop4 ranger-stop4 general-gate7 gate6 ranger-stop6 ranger-stop6 gate6 general-gate7 ranger-stop4 ranger-stop4 general-gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20161506031506-978, entrance3 entrance0
20161206061244-472, entrance2 entrance4
20161606101614-15, entrance3 entrance0
20162107052119-922, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20160807080846-187, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 ranger-stop4 ranger-stop4 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop2 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20161207081229-627, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 ranger-stop4 ranger-stop4 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop2 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20162607022617-993, entrance0 general-gate4 general-gate7 camping0 camping0 general-gate7 entrance3
20162507042519-225, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
